Código,Descripción,state,year,USD
312,Industria de las bebidas y el tabaco,Coahuila de Zaragoza,2017,1963380
312,Industria de las bebidas y el tabaco,Coahuila de Zaragoza,2018,1794853
313,Fabricación de insumos textiles y acabado de textiles,Coahuila de Zaragoza,2007,19107
313,Fabricación de insumos textiles y acabado de textiles,Coahuila de Zaragoza,2008,17516
313,Fabricación de insumos textiles y acabado de textiles,Coahuila de Zaragoza,2009,8144
313,Fabricación de insumos textiles y acabado de textiles,Coahuila de Zaragoza,2010,11561
313,Fabricación de insumos textiles y acabado de textiles,Coahuila de Zaragoza,2011,18910
313,Fabricación de insumos textiles y acabado de textiles,Coahuila de Zaragoza,2017,30426
313,Fabricación de insumos textiles y acabado de textiles,Coahuila de Zaragoza,2018,32914
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2007,124987
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2008,136600
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2009,156957
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2010,168285
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2011,79495
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2012,106582
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2013,106049
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2014,103582
314,"Fabricación de productos textiles, excepto prendas de vestir",Coahuila de Zaragoza,2015,98458
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2007,794735
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2008,748601
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2009,548894
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2010,635627
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2011,669522
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2012,691789
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2013,666174
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2014,666718
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2015,624308
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2016,547388
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2017,568464
315,Fabricación de prendas de vestir,Coahuila de Zaragoza,2018,575607
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Coahuila de Zaragoza,2007,45179
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Coahuila de Zaragoza,2008,54557
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Coahuila de Zaragoza,2009,48100
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Coahuila de Zaragoza,2010,147610
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Coahuila de Zaragoza,2011,49407
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Coahuila de Zaragoza,2012,100236
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Coahuila de Zaragoza,2013,92069
